  -3.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.9900000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.9800000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.9700000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.9600000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.9500000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.9400000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.9300000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.9200000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.9100000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.9000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.8900000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.8800000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.8700000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.8600000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.8500000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.8400000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.8300000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.8200000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.8100000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.8000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.7900000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.7800000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.7700000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.7600000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.7500000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.7400000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.7300000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.7200000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.7100000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.7000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.6900000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.6800000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.6700000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.6600000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.6500000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.6400000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.6300000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.6200000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.6100000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.6000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.5900000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.5800000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.5700000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.5600000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.5500000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.5400000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.5300000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.5200000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.5100000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.5000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.4900000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
